 0.00000000e+00  0.00000000e+00  0.00000000e+00  3.69819869e+00  3.69819200e+00  3.29855997e+00  0.00000000e+00 -4.72138733e-62  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 2.00000000e-07  2.00000000e-07  0.00000000e+00  3.69819868e+00  3.69819235e+00  3.29855997e+00  0.00000000e+00 -4.61053499e-62  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 4.00000000e-07  4.00000000e-07  0.00000000e+00  3.69819867e+00  3.69819267e+00  3.29855997e+00  0.00000000e+00 -4.47203271e-10  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 8.00000000e-07  8.00000000e-07  0.00000000e+00  3.69819866e+00  3.69819329e+00  3.29855997e+00  0.00000000e+00 -1.28226365e-09  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 1.60000000e-06  1.60000000e-06  0.00000000e+00  3.69819864e+00  3.69819432e+00  3.29855997e+00  0.00000000e+00 -2.63771567e-09  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 3.20000000e-06  3.20000000e-06  0.00000000e+00  3.69819861e+00  3.69819577e+00  3.29855997e+00  0.00000000e+00 -4.41501251e-09  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 6.40000000e-06  6.40000000e-06  0.00000000e+00  3.69819858e+00  3.69819722e+00  3.29855997e+00  0.00000000e+00 -5.80884810e-09  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 1.28000000e-05  1.28000000e-05  0.00000000e+00  3.69819857e+00  3.69819795e+00  3.29855997e+00  0.00000000e+00 -5.45302282e-09  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 2.56000000e-05  2.56000000e-05  0.00000000e+00  3.69819857e+00  3.69819796e+00  3.29855997e+00  0.00000000e+00 -3.31970284e-09  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 4.56000000e-05  4.56000000e-05  0.00000000e+00  3.69819858e+00  3.69819797e+00  3.29855997e+00  0.00000000e+00 -1.44609925e-09  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 6.56000000e-05  6.56000000e-05  0.00000000e+00  3.69819858e+00  3.69819797e+00  3.29855997e+00  0.00000000e+00 -5.04252334e-10  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 8.56000000e-05  8.56000000e-05  0.00000000e+00  3.69819859e+00  3.69819798e+00  3.29855997e+00  0.00000000e+00 -7.60336724e-11  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 1.05600000e-04  1.05600000e-04  0.00000000e+00  3.69819860e+00  3.69819799e+00  3.29855997e+00  0.00000000e+00  1.00882259e-10  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 1.25600000e-04  1.25600000e-04  0.00000000e+00  3.69819860e+00  3.69819799e+00  3.29855997e+00  0.00000000e+00  2.06790829e-10  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 1.45600000e-04  1.45600000e-04  0.00000000e+00  3.69819861e+00  3.69819800e+00  3.29855997e+00  0.00000000e+00  2.75042192e-10  3.79809495e-03  5.58058094e-05  2.79168403e-05 
 1.65600000e-04  1.65600000e-04  0.00000000e+00  3.69819861e+00  3.69819800e+00  3.29855997e+00  0.00000000e+00  2.77306967e-10  3.79809495e-03  5.58058094e-05  2.79168403e-05 
